-Baa	time of. Occurs in yaay-baa (sun-baa) meaning ‘summer’ and dhandarr-aa (frost-aa) meaning ‘winter’.	place of. Occurs in walaay-baa (campplace of) meaning ‘a person’s country or home place’. ♦ Gayaay-baa-ga ngiyani yanaa-waa-nha.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
marrawal 	porcupine, echidna (Tachyglossus aculeatus). Ridley said it was also called dhalay-dhalay (tongue); this may have been a nickname based on its long tongue.	Murrawal. Location south of Coonabarabran. One source. See also: bigibila.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mawu-gi	dig. This verb is used to talk about digging cooking holes, graves, digging for yams and other underground animals, and for goannas digging themselves into the ground. ♦ Mawu-nga nhama dhaymaarr! 	scratch. ♦ Mawu-ngiili-nyi ngaya. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mayabi-lj	put up. ♦ Nguwama mayabi-la malawil-a.	hang up. ♦ Dhinggaa ngaya gi-yaa-nha mayabi-li. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
miimii1	old woman. Used with this meaning in Walgett.	grandmother. Probably from miimii (grandmother — Wangaaybuwan language).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miimii1	old woman. Used with this meaning in Walgett.	grandmother. Probably from miimii (grandmother — Wangaaybuwan language).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miimii1	old woman. Used with this meaning in Walgett.	grandmother. Probably from miimii (grandmother — Wangaaybuwan language).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miimii2	river’s edge	edge 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miyay	girl	daughter 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miyaymiyaay	little girl	Seven Sisters (stars), Pleiades (stars)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miyaymiyaay	little girl	Seven Sisters (stars), Pleiades (stars)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miyaymiyaay	little girl	Seven Sisters (stars), Pleiades (stars)	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
miyaymiyaay	little girl	mallee willow (Pittosporum phylliraeoides)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
miyaymiyaay	little girl	mallee willow (Pittosporum phylliraeoides)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr	initiation scars, cicatrices	carving, engraving	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr	initiation scars, cicatrices	carving, engraving	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr	initiation scars, cicatrices	mark, writing 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr	initiation scars, cicatrices	scar 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr dhu-rri 	write.	carve.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr dhu-rri 	write.	carve.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mubirr dhu-rri 	write.	carve.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muga	blind	blunt	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muga	blind	blunt	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	swelling.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	swelling.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	swelling.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	pus.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	pus.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	pus.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	soft, weak. Used to deride or put down the opposition in football.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	soft, weak. Used to deride or put down the opposition in football.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
mu la	boil.	soft, weak. Used to deride or put down the opposition in football.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
murrumanamanaa	dragonfly (Anisoptera)	bullroarer	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
murrumanamanaa	dragonfly (Anisoptera)	Mirramanar Station	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
murrumay	thunder. ♦ Yalagiirrmawu ngaama, ganunga dhanduwi-nyi, winanga-lda-y ganugu murrumay.	lightning. ♦ Murrumay-u buma-y muyaan. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
stale. Possibly from walingay (lonely, sulky), muru 	nose.	beak.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
stale. Possibly from walingay (lonely, sulky), muru 	nose.	beak.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
stale. Possibly from walingay (lonely, sulky), muru 	nose.	beak.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
stale. Possibly from walingay (lonely, sulky), muru 	nose.	point. One source for this meaning.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
stale. Possibly from walingay (lonely, sulky), muru 	nose.	point. One source for this meaning.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
stale. Possibly from walingay (lonely, sulky), muru 	nose.	point. One source for this meaning.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muurr	full, blocked.	blunt.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muurr	full, blocked.	blunt.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muurr	full, blocked.	blunt.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muyaan	tree. General word for any tree.	stick. ♦ Muyaan nhama banggadha-laa-nha gungan-da. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muyaan	tree. General word for any tree.	branch. ♦ Nhay-bil nhama muyaan, gagii. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
muyaay	white cockatoo, sulphur-crested cockatoo (Cacatua galerita)	pointers of Southern Cross 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-	nga1	now	then	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-	nga1	now	then	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
-	nga1	now	or 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngaanngu	whose? ♦ Ngaanngu nhama bilaarr?	to who? This is only used when something is ‘given to’ or ‘done for’ someone. There is a different word for 'movement to who’.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngaanngu	whose? ♦ Ngaanngu nhama bilaarr?	to who? This is only used when something is ‘given to’ or ‘done for’ someone. There is a different word for 'movement to who’.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngaanngu	whose? ♦ Ngaanngu nhama bilaarr?	to who? This is only used when something is ‘given to’ or ‘done for’ someone. There is a different word for 'movement to who’.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngaawa-y 	search for, look for. ♦ Ngaawa-y ngaya gi-yaa-nha yarraaman. 	find. ♦ Giirr ngaya ngaawa-nhi bugalaa. 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngaay	mouth	opening, entrance	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngaay	mouth	opening, entrance	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
grey snake (Hemiaspis damelii). Also ngabil. ngadaa	down, down there	under	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
grey snake (Hemiaspis damelii). Also ngabil. ngadaa	down, down there	under	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
grey snake (Hemiaspis damelii). Also ngabil. ngadaa	down, down there	west (sundown)	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
grey snake (Hemiaspis damelii). Also ngabil. ngadaa	down, down there	west (sundown)	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngadhul	hollow tree. ♦ Nhama dhayn-du, dhulii, dhuwima-y, ngama ngadhul-i.	tree stump. A stump from a tree dying and rotting, not a stump from a tree cut down. Only refers to a dead tree.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngadhul	hollow tree. ♦ Nhama dhayn-du, dhulii, dhuwima-y, ngama ngadhul-i.	tree stump. A stump from a tree dying and rotting, not a stump from a tree cut down. Only refers to a dead tree.	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngadhul	hollow tree. ♦ Nhama dhayn-du, dhulii, dhuwima-y, ngama ngadhul-i.	tree stump. A stump from a tree dying and rotting, not a stump from a tree cut down. Only refers to a dead tree.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngalingu	our (two people). ♦ Biyuu-ga nhama walaay ngalingu.	to us (two people). ♦ Yaama nginda dhinggaa wuu-rri ngalingu? 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngambaa	mother.	aunt (mother’s sister). The word is	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngambaa	mother.	aunt (mother’s sister). The word is	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngambaa	mother.	aunt (mother’s sister). The word is	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngami-li 	see. ♦ Ngaya nhama bandaarr ngami-lda-nhi. 	look. ♦ Yilaalu ngaya ngami-li buruma. 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngami-li 	see. ♦ Ngaya nhama bandaarr ngami-lda-nhi. 	watch. ♦ Nhama ngalinya ngami-lda-nha. 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngamu	breast.	breastmilk.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngamu	breast.	breastmilk.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngamu	breast.	breastmilk.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganbirr 	crosswise, across. Also nganbi. Used to describe things that are ‘across’ something, e.g. in English ‘the bridge across the river’.	non-marriageable (woman). A person is nganbirr when they are ineligible as a marriage partner, because they are in the wrong social section. This was not an absolute prohibition; irregular marriages were reluctantly recognised. Based on nganbi-y (lean). See also: ngan.gi.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganbirr 	crosswise, across. Also nganbi. Used to describe things that are ‘across’ something, e.g. in English ‘the bridge across the river’.	non-marriageable (woman). A person is nganbirr when they are ineligible as a marriage partner, because they are in the wrong social section. This was not an absolute prohibition; irregular marriages were reluctantly recognised. Based on nganbi-y (lean). See also: ngan.gi.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganbirr 	crosswise, across. Also nganbi. Used to describe things that are ‘across’ something, e.g. in English ‘the bridge across the river’.	non-marriageable (woman). A person is nganbirr when they are ineligible as a marriage partner, because they are in the wrong social section. This was not an absolute prohibition; irregular marriages were reluctantly recognised. Based on nganbi-y (lean). See also: ngan.gi.	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganda	tree bark	tin	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganda	tree bark	tin	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nganda	tree bark	canoe 	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngandabaa	king brown snake (Pseudechis australis)	snake	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngarra-li	see. ♦ Giirr ngaya nginunha ngarra-y. 	look. ♦ Dhuyu ngarra-la! 	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngarra-li	see. ♦ Giirr ngaya nginunha ngarra-y. 	watch. ♦ Giirr ngaya nginunha ngarra-lda-y.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	silly. Ted Fields that if ngarragaa is said in a certain tone it can mean a ‘poor type of person’.	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	silly. Ted Fields that if ngarragaa is said in a certain tone it can mean a ‘poor type of person’.	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	silly. Ted Fields that if ngarragaa is said in a certain tone it can mean a ‘poor type of person’.	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	alas!, oh dear!	Yuwaalayaay/Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	alas!, oh dear!	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngarragaa	poor (helpless), pitiful. Often occurs in ngarragaa-dhuul (poor — little, just, one); meaning 'poor fellow’ or ‘poor little fellow’. ♦ Dhigayaa ngarragaa-dhuul. 	alas!, oh dear!	Yuwaalayaay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarribaa	up, high. This word can also be used to mean ‘above, up there’. ♦ Nhama maayu dhigayaa bara-waa-nha ngarribaa gunagala-ga.	east.	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
ngarribaa	up, high. This word can also be used to mean ‘above, up there’. ♦ Nhama maayu dhigayaa bara-waa-nha ngarribaa gunagala-ga.	east.	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngarribaa	up, high. This word can also be used to mean ‘above, up there’. ♦ Nhama maayu dhigayaa bara-waa-nha ngarribaa gunagala-ga.	east.	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
nginaalingu	your (two people).	to you (two people). This is only used when something is ‘given to’ or ‘done for’ you (two people). Nginaalingunda is used for ‘movement to’ you (two people).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nginaalingu	your (two people).	to you (two people). This is only used when something is ‘given to’ or ‘done for’ you (two people). Nginaalingunda is used for ‘movement to’ you (two people).	Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nginaalingu	your (two people).	to you (two people). This is only used when something is ‘given to’ or ‘done for’ you (two people). Nginaalingunda is used for ‘movement to’ you (two people).	Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nginaayngu	your (more than two people). ♦ Nginaayngu bayn ngambaa-dhi gi-nyi.	to you (more than two people). This is only used when something is 'given to’ or 'done for’ you (more than two).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
nginaayngu	your (more than two people). ♦ Nginaayngu bayn ngambaa-dhi gi-nyi.	to you (more than two people). This is only used when something is 'given to’ or 'done for’ you (more than two).	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
nginaayngu	your (more than two people). ♦ Nginaayngu bayn ngambaa-dhi gi-nyi.	to you (more than two people). This is only used when something is 'given to’ or 'done for’ you (more than two).	Yuwaalaraay/Gamilaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
nginu	your (one person). ♦ Nhama nginu guliirr. 	to you (one person). This is only used when something is 'given to’ or ‘done for’ you (one person). Nginunda is used for 'movement to’ you (one person). ♦ Giirr, baejin ngaya nginu wuu-rri. 	Yuwaalaraay/Yuwaalayaay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	cognates
ngiyaningu	our (more than two people). ♦ Nhalay ngiyaningu bilaarr.	to us (more than two people). This is only used when something is ‘given to’ or ‘done for’ us (more than two).	Yuwaalaraay	A.Ash, J.Giacon, A.Lissarrague. Gamilaraay/Yuwaalaraay/Yuwaalayaay to English Dictionary. 2003	-
