entry	main	second	language	dictionary	homonym	label
ñawichay	Poner ojos a una i-magen o en una pintura.	fam: Ojalar, poner ojales a una prenda de vestir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawin	Parte medular de una cosa, lo mejor de lo mejor.	figdo. Primer plato o primer vaso que se sirve de las viandas o de la bebida y se hace tomar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñawinchay	Colocar los ojos en el trabajo de imaginería o en la pintura.	Leer. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawinchay	Colocar los ojos en el trabajo de imaginería o en la pintura.	Hacer de veedor, observador, vigía.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawinchayaq	y s. Que coloca ojos en la imaginería o pinta ojos en una pintura.	Hacer de veedor, observador o vigía. ñawinlla. s. Anat. Pupila del ojo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
flawisapa	De ojos grandes. 	Tubérculo con yemas u ojos abundantes y profundos, que favorecen mejor producción de la semilla.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Agricultura
ñawiyuq	y s. Que tiene ojos.	Que sabe leer o escribir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
ñawpaq	y s. Anticipador: que se anticipa, adelanta; que antecede. 	Antiguo, remoto, antes de esta época. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | adjetivo
ñawpaqe	Delantera, delante.	Presencia, parte delantera de una persona. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñawparichiy	Hacer adelantar, hacer avanzar,	Hacer progresar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
ñawpay	Adelantarse, anticiparse.	Preceder, anteceder o aventajar. ANTÓN: qhepay.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawpayachiy	Hacer que se adelante.	Convertir en antiguo, añejo, pasado o remoto. Anticuarlo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawpi	Punta.	Extremo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñawpi	Punta.	Borde, canto. (J.L.P.).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñawra	Variedad, diversidad, multiplicidad.	Multicolor, polícromo. Bol: pawqar. Ec: ñawray.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ñawray	Diversificar.	Multiplicar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawray	Diversificar.	Policromar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawrayay	Ponerse policromo.	Diversificarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawrayay	Ponerse policromo.	Multiplicarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñawsayachiq	y s. Que priva la visión.	Sustancia que priva la visión. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñawsayachiy	Enceguecer o privarle el sentido de la vista a una persona o animal.	figdo. Hacerle fraude o engañarle a otra persona a vistas propias.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñeqwi	Médula de la columna vertebral.	y s. Masa acuosa muy fina o harina molida finamente y cernida, llamada flor. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Anatomía | adjetivo
ñit'inakuy	Apiñarse.	Comprimirse entre varias personas o animales.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñit'ipay	Reaplastar. Volver a aplastar.	Aumentar la presión.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñit'iq	y s. Aplastador. Que aplasta algo.	Compresor.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñit'isqa	Aplastado, comprimido.	Impreso.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñit'iy	Aplastar, comprimir.	Imprimir. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñoqo	Hoyo.	Juego de niños que consiste en hacer hoyos en el suelo de tierra a fin de hacer entrar en ellos bolitas o fichas que se arrojan de una distancia convenida. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñukch'u	(Salvia cpposiuflora R. et P.) Planta herbácea de la familia de las labiadas, de cáliz corto, corola bilabiada y estambres sobresalientes. Es tradición en el Qosqo, utilizar sus hermosas flores rojas en las procesiones de la Semana Santa, especialmente en la del Señor de los Temblores, el Lunes Santo. Existen también las de flores anaranjadas y rosadas.	(Salvia b flora R. et P.) Planta arbustiva de flores rojas y rosadas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica
ñukch'u	(Salvia cpposiuflora R. et P.) Planta herbácea de la familia de las labiadas, de cáliz corto, corola bilabiada y estambres sobresalientes. Es tradición en el Qosqo, utilizar sus hermosas flores rojas en las procesiones de la Semana Santa, especialmente en la del Señor de los Temblores, el Lunes Santo. Existen también las de flores anaranjadas y rosadas.	(Salvia histella Vhah). Planta arbustiva de flores muy alargadas, rojas y hermosamente afelpadas. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica
ñukñu	Leche humana o de cualquier animal. 	Suave, delicado, blando	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ñukñu	Leche humana o de cualquier animal. 	Néctar, delicioso al paladar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ñukñullaña	Deliciosísimo, agradabilísimo.	Suavísimo, delicadísimo. ANTÓN: millayllaña. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñuñupakuy	Lactar la criatura a madre ajena o cría de animal ajeno. 	Lactar la criatura o cría de animal en demasía. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñuñuq	y s. Lactante. Que mama o lacta. 	Madre lactante.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñuñuy	Lactar, mamar, succionar, chupar la leche materna las criaturas humanas y las crías de los mamíferos.	Amamantar o dar de lactar, las madres a sus criaturas y las madres de animales mamíferos a sus crías. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñuñuykuy	Dar de lactar una madre con afecto a su hijo.	Lactar las criaturas largamente, hasta quedarse satisfechas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñup'una	Instrumento que sirve para aplastar, apiñar o acuñar.	Aplastable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ñup'una	Instrumento que sirve para aplastar, apiñar o acuñar.	Moldeable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ñup'uq	y s. Aplastador.	Ajustador. Que aplasta contra un muro o pared.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
fiup'usqa	Moldeado.	Aplastado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
fiup'usqa	Moldeado.	Prensado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñup'uy	Aplastar.	Comprimir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñup'uy	Aplastar.	Prensar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñup'uy	Aplastar.	Ajustar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñusa	Papa de semilla que después de germinar entra en descomposición.	Papa en estado de descomposición. En ambos casos es comestible, adquiriendo sabor muy peculiar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Agricultura
ñuskhu	Torpe, chambón, tardo, inútil, inepto.	Apocado, amilanado, hosco. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñust'a	Princesa real de los Inkas.	Título de las descendientes del Emperador Inka en la Qoya o reina y en las demás mujeres de aquél.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia | familiar
ñust'a	Princesa real de los Inkas.	Joven núbil campesina (aplicable en todo nivel social.).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia | familiar
ñut'u	kay. s. Estado de encontrarse triturado, desmenuzado las cosas.	figdo: Encontrarse las personas con malestar y descomposición del cuerpo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
ñut'uchay	Desmenuzar, triturar, pulverizar.	Moler finamente. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
nut'ullaña	Muy desmenuzado, triturado o fragmentado.	V. ÑUT'UY ÑUT'UY.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñut'una	Instrumento triturador, moledor o desmenuzador.	Triturable, desmenuzable o fragmentable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
Ollantaytanpu	(Tambo u hospedaje de Ollanta). Arqueol. 0-llantaytambo. Conjunto arqueológico ubicado en el distrito del mismo nombre, de la provincia de Urubamba, a 2,745 m.s.n.m., correspondiente a la zona o piso ecológico qheswa. Este conjunto arqueológico está conformado por un centro urbano, aparentemente desarticulado, el mismo que estuvo sectorizado por grupos funcionales: religioso, artesanal, almacenaje, habitacional, etc., complementado por pocos y pequeños sitios "aislados". Asimismo, está constituido por un gran complejo agrohi-dráulico (andenes, canales, represas, etc.), que fue básico principalmente para la producción del maíz.	Antes de los inkas, esta región estuvo ocupada y sometida por el Señorío Ayarmaka, que después fue conquistada y sometida por el Inka Pachakuteq, luego de derrotar a los Ch'ankas en 1,438 d. C., como preámbulo de la colonización de Machupikchu y la región de Willkapanpa (Vil-cabamba). Aquí el Estado Inka estableció su centro administrativo, político y religioso más importante del Valle Sagrado, cuya función principal fue la producción del maíz, al igual que en el resto de los otros sitios ubicados en este valle como P'isaq, Wayllabamba, Yucay, Calca, etc., lo que permitió al Estado Inka producir directamente y concentrar grandes cantidades de este cereal para el sostenimiento de los ejércitos, la tecno-burocracia administrativa, los mitayoq y la redistribución en general. En una parte del valle de Ollantaytambo, el Inka Pachakuteq tenía algunas propiedades.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Literatura | Geografía
Ollantaytanpu	(Tambo u hospedaje de Ollanta). Arqueol. 0-llantaytambo. Conjunto arqueológico ubicado en el distrito del mismo nombre, de la provincia de Urubamba, a 2,745 m.s.n.m., correspondiente a la zona o piso ecológico qheswa. Este conjunto arqueológico está conformado por un centro urbano, aparentemente desarticulado, el mismo que estuvo sectorizado por grupos funcionales: religioso, artesanal, almacenaje, habitacional, etc., complementado por pocos y pequeños sitios "aislados". Asimismo, está constituido por un gran complejo agrohi-dráulico (andenes, canales, represas, etc.), que fue básico principalmente para la producción del maíz.	En 1,536 después de sitiar el Qosqo, Manqo Inka y su ejército, luego de perder en la Batalla de Saqsaywaman contra los españoles, retrocedió hasta este valle de Ollantaytanpu donde estableció y construyó un fuerte, sin mayor suerte, por lo que tuvo que reíugiarse en Vilcabamba y organizar la resistencia que duró hasta 1,572	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Literatura | Geografía
Ollantaytanpu	(Tambo u hospedaje de Ollanta). Arqueol. 0-llantaytambo. Conjunto arqueológico ubicado en el distrito del mismo nombre, de la provincia de Urubamba, a 2,745 m.s.n.m., correspondiente a la zona o piso ecológico qheswa. Este conjunto arqueológico está conformado por un centro urbano, aparentemente desarticulado, el mismo que estuvo sectorizado por grupos funcionales: religioso, artesanal, almacenaje, habitacional, etc., complementado por pocos y pequeños sitios "aislados". Asimismo, está constituido por un gran complejo agrohi-dráulico (andenes, canales, represas, etc.), que fue básico principalmente para la producción del maíz.	ink. En la literatura qheswa, el melodrama Ollantay está relacionado con este sitio, como su propio nombre lo indica.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Literatura | Geografía
Ollantaytanpu	(Tambo u hospedaje de Ollanta). Arqueol. 0-llantaytambo. Conjunto arqueológico ubicado en el distrito del mismo nombre, de la provincia de Urubamba, a 2,745 m.s.n.m., correspondiente a la zona o piso ecológico qheswa. Este conjunto arqueológico está conformado por un centro urbano, aparentemente desarticulado, el mismo que estuvo sectorizado por grupos funcionales: religioso, artesanal, almacenaje, habitacional, etc., complementado por pocos y pequeños sitios "aislados". Asimismo, está constituido por un gran complejo agrohi-dráulico (andenes, canales, represas, etc.), que fue básico principalmente para la producción del maíz.	Ollantaytambo. Distrito de la Provincia de Urubamba, Qosqo, con 6,746 habitantes en 1981.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Literatura | Geografía
Olleriayoq	Sitio arqueológico ubicado en la cuenca de Lucre. Quispicanchis, Qosqo, próximo al sitio preinka de Pikillaqta. Está conformado por estructuras rectangulares de factura inka y probablemente cumplió una función de almacenaje.	Sitio arqueológico ubicado en el valle de Kusichaka y el Santuario Histórico de Machupikchu. Está conformado por recintos circulares y chhullpas también circulares. Por sus características morfológicas, de planeamiento y función, más otros elementos, corresponde a la época preinka, pero recuperado y utilizado por los inkas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Arqueología
onqochikuq	y s. Med. Enfermero, persona que tiene un enfermo a su cuidado. 	Sustancia dañina que produce el mal o la enfermedad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
onqochiq	y s. Med. Enfermero. Persona que asiste al enfermo.	Persona que provoca el mal o la enfermedad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
onqopakuy	Sentir malestar y dolores.	Hacerse el enfermucho. (J.L.P.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Medicina
onqoq	Enfermo, persona que padece enfermedad, que sufre un mal.	Embarazada, grávida, encinta. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Medicina
onqoy	Nombre genérico de las enfermedades, dolencias, padecimientos corporales, indisposiciones o males de salud.	Acción de enfermarse. Estado de enfermedad. Pe.Aya: onjoy.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Medicina |  verbo
opayachiy	Hacer idiotizar, producir demencia o necedad.	Hacer atontar, atolondrar, confundir.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
opayay	Idiotizarse. Volverse demente o necio,	Atontarse, atolondrarse, abobarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
oqa	Bol. (Oxalis tuberosa Molina). Oca, Planta herbácea temporal de la familia de las oxalidáceas. Sus raíces tuberosas contienen gran cantidad de fécula. Después de asoleadas se utilizan como alimento sano y agradable. VARIEDADES: paukar, de color rojo; chachapiya, de color gris; lluch'u, de color rosado; khaya, de color blanco; mestiza, de color negruzco; sapallo, de color amarillo; p'osqo oqa, se utiliza para elaborar la khaya congelando y deshidratándola. 	y s. Persona boba, tonta. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
oqlla	Región del pecho y los brazos para cobijar las criaturas.	Cubierta corporal de una persona a otra. Pe.Aya: ohlla.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
oqllakuy	Abrazamiento, em-pollamiento.	Abrazar en el regazo con mucho cariño.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
oqllana	Regazo, seno.	Incubadora, nido.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
oqllanakuy	Abrigarse o calentarse mutuamente para darse calor.	figdo. Arrullarse. Pe.Aya: ojllanakuy.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqllaq	Incubadora. Empolladora.	y s. Que abriga a otro en su regazo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
oqllarayay	Permanecer abrazado de otra persona, como las criaturas de su madre.	Permanecer con los brazos cruzados entre sí.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqllay	Abrigar. Calentar con el calor del cuerpo.	Acción de empollar o incubar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqllay	Abrigar. Calentar con el calor del cuerpo.	Guardar algo entre los senos. Pe.Aya: ohllay. V. CHIWCHIY.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
Oqllo	Nombre de algunas mujeres célebres en la cultura andina, como por 	Pe.Areq: Aguja hecha de espinas (Caylloma).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Historia
oqllo	Cualidad femenina que representa plenitud física, turgencia y fecundidad.	Mujer viril. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
Oqoña	Ocoña. Río y distrito de la provincia de Camaná. Arequipa, Perú con 3,827 habitantes en 1981.	Instrumento musical aerófono, de mayor tamaño que el pinkuyllu, usado en la región Qollasuyu.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geografía | Música
oqoy	Tragar, engullir, deglutir. 	Tragar rápidamente y sin masticar bien. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqyay	Acción de gargarizar. 	Lavarse, enjuagarse la boca.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqhe	Color plomizo, cenizo, gris. 	Percudido, mugroso, manchado por la suciedad o mugre.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
oqhe	Color plomizo, cenizo, gris. 	Ropa mal lavada que toma coloración casi plomiza. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
oqhechay	Volver de color gris, plomizo.	Manchar, ensuciar de color gris. Pe.Aya: ohechay, ojechay. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
oqhellana	Muy plomizo, o muy gris.	Muy sucio.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
oqhey	oqhey. adj. Muy grisáceo, plomizo.	Bastante tiznado, manchado por la suciedad; muy percudido, mugroso.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
oqheyachiq	y s. Que colorea de ceniciento o gris.	Que percude una tela o un vestido.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
oqheyachiy	Hacer colorear algo de gris o tono ceniciento.	Hacer percudir o tiznar un vestido o tela. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
